subject,sessionIndex,rep,UD.period.t,UD.t.i,UD.i.e,UD.e.five,UD.five.Shift.r,UD.Shift.r.o,UD.o.a,UD.a.n,UD.n.l,UD.l.Return
s036,8,42,0.5469,0.1888,0.2561,0.2956,0.5489,0.7313,0.2709,0.2448,0.4918,0.5629
s036,8,43,0.8984,0.3872,0.2809,0.2207,0.6285,0.5391,0.1172,0.3524,0.5245,0.657
s036,8,44,0.4139,0.0976,0.3276,0.2703,0.5539,0.553,0.2815,0.2429,0.4538,0.6133
s036,8,45,0.4783,0.1416,0.2972,0.3304,0.5631,0.5881,0.181,0.3028,0.482,0.7646
s036,8,46,0.4216,0.1219,0.3167,0.269,0.4751,0.6857,0.2736,0.2661,0.6376,0.8606
s036,8,47,0.4817,0.2287,0.2295,0.284,0.5122,0.5552,0.1422,0.2585,0.4649,0.6004
s036,8,48,0.386,0.1915,0.2097,0.3407,0.4956,0.5633,0.1546,0.3207,0.461,0.6441
s036,8,49,0.3649,0.1862,0.2242,0.2917,0.5399,0.5457,0.2353,0.2508,0.6429,0.7354
s036,8,50,0.3923,0.1651,0.2295,0.2397,0.657,0.5795,0.0557,0.3416,0.4385,0.5415
s037,1,1,0.7064,0.0283,0.1506,0.6097,0.6082,0.4542,0.0431,0.0304,0.2265,0.1916
s037,1,2,0.1373,0.0362,0.1124,0.6761,0.4701,0.1701,0.2738,0.1781,0.0865,0.7512
s037,1,3,0.1824,0.0098,0.1511,0.3486,0.3569,0.0868,0.041,0.0539,0.0952,0.2639
s037,1,4,0.2499,0.0786,0.0565,0.6658,0.2804,0.1451,0.0412,0.172,0.3615,1.7841
s037,1,5,0.1742,-0.0122,0.1079,0.3112,0.2538,0.1659,0.0571,0.0412,0.1108,0.1526
s037,1,6,0.1916,0.0145,0.0462,0.3605,0.2839,0.0826,0.008,0.0502,0.0636,0.2987
s037,1,7,0.1297,-0.0119,0.0472,0.66,0.2812,0.0989,-0.0132,0.0758,0.0709,0.2589
s037,1,8,0.1906,0.4362,0.0396,0.4573,0.2324,0.0834,0.0183,0.0185,0.1208,0.2451
s037,1,9,0.2431,0.0079,0.1008,0.3209,0.2797,0.0702,0.0317,0.0417,0.0712,0.2823
s037,1,10,0.117,0.0145,0.0393,0.4108,0.2314,0.0691,0.0128,0.0238,0.0707,0.1278
s037,1,11,0.1059,0.0351,0.0522,0.5385,0.2282,0.0733,0.0146,0.0547,0.1047,0.0993
s037,1,12,0.1178,0.0238,0.0501,0.2474,0.2562,0.053,0.0207,0.0309,0.0675,0.2364
s037,1,13,0.0912,0.0264,0.0446,0.3671,0.2535,0.0744,0.0117,0.0412,0.0839,0.1407
s037,1,14,0.0819,0.0143,0.0757,0.3246,0.3313,0.5082,0.0404,0.0336,0.0873,0.1104
s037,1,15,0.1044,0.0251,0.0578,0.2706,0.2367,0.095,0.0038,0.0436,0.0728,0.1144
s037,1,16,0.0917,0.0203,0.0507,0.2273,0.243,0.0923,-0.005,0.0565,0.0789,0.1352
s037,1,17,0.0717,0.0108,0.0707,0.2953,0.3629,0.1087,0.0125,0.0357,0.0688,0.1157
s037,1,18,0.044,0.0338,0.0504,0.8196,0.2669,0.1757,0.2361,0.0019,0.0865,0.1033
s037,1,19,0.0577,0.0359,0.0483,0.2626,0.2364,0.1511,0.0586,0.0243,0.0725,0.1059
s037,1,20,0.0289,0.038,0.038,0.2136,0.3801,0.2788,0.0906,0.0077,0.0596,0.1038
s037,1,21,0.0514,0.0348,0.0865,0.2634,0.3738,0.1496,0.0146,0.047,0.0607,0.1075
s037,1,22,-0.0091,0.0702,0.0354,0.2814,0.2823,0.1118,0.0265,0.0425,0.0794,0.2533
s037,1,23,0.064,0.0306,0.0464,0.3033,0.2475,0.1113,0.0191,0.0304,0.0849,0.1223
s037,1,24,0.0176,0.0602,0.0246,0.3776,0.2644,0.1451,-0.0013,0.0539,0.0799,0.1165
s037,1,25,0.0303,0.0459,0.0288,0.2545,0.2417,0.1271,0.0183,0.0301,0.0467,0.0925
s037,1,26,0.0155,0.0486,0.0343,0.1959,0.2448,0.1205,-0.0158,0.0547,0.0567,0.108
s037,1,27,0.3907,0.0296,0.057,0.2268,0.214,0.4676,0.0252,0.0077,0.0638,0.4147
s037,1,28,0.0551,0.0512,0.0356,0.2286,0.3445,0.3956,0.2071,0.0119,0.0873,0.1521
s037,1,29,0.0208,0.0686,0.0388,0.3887,0.4842,0.2208,0.1101,0.0177,0.0701,0.1296
s037,1,30,-0.0191,0.0741,0.0124,0.3629,0.3186,0.1812,0.0368,0.028,0.0625,0.1597
s037,1,31,-0.012,0.0731,0.0093,0.341,0.3448,0.1754,0.0397,0.009,0.0688,0.1484
s037,1,32,0.0297,0.0217,0.0293,0.2948,0.2406,0.0304,0.0647,0.0017,0.0422,0.1376
s037,1,33,-0.0012,0.066,-0.0027,0.3639,0.3374,0.0836,0.0041,0.0578,0.0564,0.1252
s037,1,34,0.0179,0.0625,-0.0019,0.4101,0.2443,0.0594,0.0304,0.0077,0.0562,0.3161
s037,1,35,0.0229,0.0533,0.0251,0.3041,0.2453,0.104,0.0101,0.0146,0.0374,0.1903
s037,1,36,0.0622,0.0491,0.0079,0.274,0.2611,0.0765,0.0165,0.0417,0.0219,0.1616
s037,1,37,0.0268,0.0557,0.0153,0.3025,0.2532,0.1258,0.022,0.0159,0.0488,0.1136
s037,1,38,0.0403,0.0412,0.0174,0.1967,0.8344,0.2105,0.1275,0.0156,0.1838,0.1652
s037,1,39,0.0311,0.0678,-0.0143,0.5031,0.2599,0.0401,0.0544,0.0075,0.0588,0.1294
s037,1,40,-0.0012,0.0886,-0.0148,0.462,0.2338,0.061,0.0278,0.0246,0.0509,0.15
s037,1,41,0.0405,0.0554,0.0177,0.3441,0.2559,0.1443,0.0705,0.0109,0.0614,0.1146
s037,1,42,0.3293,0.1021,0.0362,0.5279,0.2595,0.0966,0.0299,0.0241,0.0361,0.1663
s037,1,43,0.0595,0.0507,0.0077,0.3869,0.3216,0.4093,0.0803,0.0932,0.0646,0.1165
s037,1,44,-0.0128,0.2719,0.1298,0.2038,0.2565,0.1628,0.0072,0.0446,0.0754,0.2425
s037,1,45,0.3847,0.356,0.0749,0.2041,0.2445,0.1198,0.0088,0.0694,0.081,0.1985
s037,1,46,0.0329,0.3726,0.1445,0.3992,0.7272,0.2242,0.1043,0.051,0.0501,0.1257
s037,1,47,0.2178,0.0694,0.0546,0.3418,0.267,0.1013,0.0579,0.0333,0.0617,0.1223
s037,1,48,0.4042,0.0852,0.066,0.1933,0.5654,0.2527,0.0186,0.0441,0.0451,0.1107
s037,1,49,0.1903,0.052,0.0559,0.4739,0.2617,0.1008,0.0571,0.0457,0.0604,0.1223
s037,1,50,0.1537,0.0923,0.0596,0.1793,0.3226,0.1072,0.0299,0.0523,0.0612,0.2784
s037,2,1,0.4348,0.0246,0.0673,0.9617,0.3292,1.6131,0.0887,0.4059,0.1031,0.1447
s037,2,2,0.2847,0.1975,0.1575,0.6229,0.3189,0.5794,0.0586,0.0768,0.1086,0.1365
s037,2,3,0.1687,0.0628,0.0952,0.3642,0.6918,0.2683,0.0935,0.133,0.0899,0.1494
s037,2,4,0.343,0.0586,0.1377,0.5517,0.2814,0.1174,0.0325,0.0578,0.134,0.286
s037,2,5,0.1347,0.0127,0.0699,0.3418,0.2959,0.0856,0.0415,0.0889,0.0989,0.1444
s037,2,6,0.111,0.0401,0.0562,0.4338,0.2831,0.1068,0.0312,0.056,0.1224,0.1489
s037,2,7,0.1244,0.0275,0.0762,0.3805,0.2899,0.0952,0.0402,0.0494,0.7914,0.0909
s037,2,8,0.1376,0.0114,0.0528,0.2481,0.5111,0.1833,0.0697,0.0235,0.1176,0.1666
s037,2,9,0.0775,0.0372,0.0464,0.2764,0.2507,0.1224,0.0325,0.0338,0.1208,0.7166
s037,2,10,0.0347,0.053,0.0188,0.2534,1.1782,0.1333,0.0615,0.0454,0.221,0.1238
s037,2,11,0.0448,0.0546,0.0148,0.2402,0.2388,0.1066,0.031,0.0404,0.1377,0.1383
s037,2,12,0.0714,0.0467,0.0351,0.2031,0.2383,0.1082,0.0217,0.0634,0.1034,0.1283
s037,2,13,0.0195,0.0581,0.0312,0.2218,0.2448,0.0818,0.022,0.0618,0.0997,0.126
s037,2,14,0.0192,0.0588,0.0222,0.1965,0.2625,0.2355,0.2166,0.0404,0.1719,0.1059
s037,2,15,0.2114,0.0362,0.047,0.4296,0.2214,0.0944,0.0215,0.1277,0.1176,0.1895
s037,2,16,-0.0204,0.086,-0.0111,0.2149,0.2303,0.1053,0.0157,0.0663,0.1361,0.1521
s037,2,17,0.0192,0.0744,0.0298,0.347,0.2999,0.1427,-0.0129,0.0512,0.0852,0.1705
s037,2,18,-0.0025,0.0881,-0.0153,0.3739,0.2878,0.1404,0.0043,0.0652,0.0881,0.1328
s037,2,19,-0.0421,0.1021,-0.0383,0.3346,0.2432,0.0776,0.0389,0.0378,0.1303,0.1887
s037,2,20,0.0643,0.0475,0.0483,0.2996,0.2279,0.0705,0.0489,0.0338,0.1358,0.127
s037,2,21,0.0126,0.0683,0.0275,0.3349,0.2234,0.0919,0.0223,0.0359,0.1316,0.1323
s037,2,22,-0.0231,0.1042,-0.0457,0.2972,0.2282,0.1001,0.008,0.0473,0.1271,0.1339
s037,2,23,-0.0223,0.0929,-0.0211,0.313,0.2193,0.0787,0.0341,0.0423,0.0973,0.6834
s037,2,24,0.0598,0.0304,0.0499,0.2687,0.2251,0.0691,0.0296,0.0328,0.1018,0.113
s037,2,25,0.0276,0.0454,0.0615,0.2484,0.2184,0.1214,0.017,0.0336,0.1398,0.1394
s037,2,26,0.0709,0.0428,0.053,0.2935,0.2406,0.085,0.0209,0.0357,0.4246,0.1618
s037,2,27,-0.0138,0.1034,-0.029,0.2948,0.2412,0.1248,0.0146,0.0409,0.0981,0.1283
s037,2,28,0.0224,0.0602,0.0043,0.2816,0.2419,0.0671,0.0249,0.0191,0.0546,0.2114
s037,2,29,0.0358,0.0393,0.0127,0.2516,0.2398,0.2176,0.0642,0.0193,0.0622,0.3923
s037,2,30,0.0535,0.0354,0.0739,0.1469,0.2182,0.0636,0.037,0.0296,0.1295,0.1521
s037,2,31,-0.0241,0.1005,-0.0095,0.36,0.2528,0.075,0.022,0.0291,0.062,0.1813
s037,2,32,-0.0313,0.0731,-0.037,0.2413,0.2604,0.0623,0.0159,0.0328,0.0612,0.1236
s037,2,33,0.0537,0.0341,0.0306,0.3486,0.2227,0.0942,0.0099,0.0454,0.0633,0.1724
s037,2,34,0.0018,0.0799,0.1155,0.1973,0.3021,0.1443,0.0051,0.0473,0.0654,0.3393
s037,2,35,0.0094,0.048,0.0246,0.2321,0.258,0.099,0.0151,0.0191,0.0754,0.1618
s037,2,36,-0.0223,0.0778,-0.0116,0.2481,0.2543,0.1472,-0.0298,0.09,0.0854,0.4007
s037,2,37,0.0105,0.0441,0.0114,0.3017,0.2356,0.0816,0.032,0.052,0.0794,0.156
s037,2,38,-0.0059,0.0509,0.0166,0.2191,0.2881,0.1103,0.0275,0.0533,0.0628,0.1402
s037,2,39,-0.0241,0.0942,-0.014,0.2162,0.3083,0.1409,-0.0066,0.0955,0.0599,0.1349
s037,2,40,-0.04,0.0905,-0.0235,0.293,0.2746,0.1466,0.0051,0.0486,0.2131,0.1281
s037,2,41,-0.0165,0.0834,-0.0019,0.2413,0.4109,0.1902,0.08,0.0583,0.0485,0.1639
s037,2,42,0.0379,0.0259,0.0594,0.539,0.258,0.1522,0.0059,0.0473,0.1176,0.1383
s037,2,43,-0.027,0.0947,-0.0161,0.3138,0.2214,0.0668,0.0307,0.0354,0.0852,0.1407
s037,2,44,-0.0141,0.0575,0.024,0.2687,0.2459,0.1071,0.0157,0.1382,0.1068,0.1236
s037,2,45,0.03,0.1171,0.1184,0.4341,0.2239,0.1235,-0.0021,0.1045,0.1063,0.1296
s037,2,46,-0.0378,0.114,-0.0214,0.3552,0.2292,0.1137,0.0099,0.0747,0.0699,0.1354
s037,2,47,0.0195,0.0552,0.0254,0.3552,0.2335,0.1241,0.1014,0.1435,0.158,0.1233
s037,2,48,-0.0318,0.1013,-0.013,0.299,0.2319,0.1865,0.1417,0.3479,0.1139,0.1262
s037,2,49,0.0896,0.053,0.0383,0.2468,0.3252,0.1456,0.061,0.1127,0.0659,0.1194
s037,2,50,-0.0257,0.1118,0.0997,0.8009,0.5227,0.1396,0.0273,0.0863,0.0688,0.1014
s037,3,1,0.5073,0.0562,0.0894,0.2421,0.2923,0.5757,0.0803,0.1177,0.1189,0.1368
s037,3,2,0.3159,0.0264,0.0778,0.3294,0.2909,0.13,0.0621,0.09,0.1034,0.1618
s037,3,3,0.088,0.0438,0.0857,0.4333,0.287,0.0805,0.036,0.0454,0.4143,0.1196
s037,3,4,0.4411,0.0238,0.0857,0.2985,1.0686,0.3421,0.0985,0.014,0.1208,0.2744
s037,3,5,0.2702,0.0314,0.1111,0.2281,0.2912,0.1282,0.0676,0.0932,0.5649,0.2399
s037,3,6,0.121,0.0464,0.0739,0.4056,0.2693,0.1559,0.0215,0.0507,0.2323,0.2277
s037,3,7,0.1281,0.0367,0.0781,0.3626,0.4117,0.2168,0.095,0.1259,0.1218,0.1323
s037,3,8,0.088,0.0195,0.0736,0.2961,0.3058,0.1288,0.0536,0.0871,0.1079,0.6386
s037,3,9,0.0561,0.0457,0.0512,0.3278,0.2842,0.0858,0.0521,0.139,0.1268,0.1708
s037,3,10,0.0334,0.038,0.0425,0.2289,0.3932,0.1593,0.0267,0.0502,0.0986,0.2884
s037,3,11,0.0448,0.029,0.0464,0.2442,0.2809,0.4816,0.1066,0.014,0.1057,0.1296
s037,3,12,0.0345,0.0406,0.0583,0.1962,0.7248,0.3464,0.0497,0.038,0.1055,0.1594
s037,3,13,0.0253,0.0343,0.053,0.2943,0.2543,0.0956,0.0325,0.0338,0.0752,0.1368
s037,3,14,0.0195,0.0599,0.0327,0.3291,0.2575,0.0945,0.0642,0.0491,0.1268,0.1774
s037,3,15,0.0089,0.0515,0.0222,0.3491,0.2783,0.1517,0.0352,0.0821,0.1063,0.1291
s037,3,16,-0.0067,0.0575,0.0219,0.2721,0.2656,0.1477,0.0128,0.076,0.101,0.1315
s037,3,17,0.0543,0.0364,0.0536,0.4275,0.2519,0.0742,0.0618,0.0069,0.0891,0.1394
s037,3,18,0.01,0.0491,0.0343,0.3035,0.248,0.2472,0.0265,0.0504,0.0952,0.1149
s037,3,19,0.0049,0.0541,0.0185,0.283,0.2509,0.2914,0.0555,0.023,0.0815,0.117
s037,3,20,-0.0136,0.0512,0.0248,0.342,0.3239,0.2801,0.225,0.023,0.0897,0.1415
s037,3,21,-0.0075,0.0596,0.0235,0.3265,0.3023,0.0882,0.041,0.0206,0.0765,0.1832
s037,3,22,0.0092,0.0425,0.0333,0.3062,0.3141,0.0892,0.0186,0.0119,0.0928,0.2876
s037,3,23,0.0572,0.024,0.0633,0.2909,0.278,0.2253,0.0695,0.0839,0.1015,0.1389
s037,3,24,-0.0022,0.0649,0.0124,0.3855,0.9644,0.1617,0.0513,0.0607,0.082,0.1365
s037,3,25,0.0624,0.0333,0.0501,0.4032,0.3685,0.0599,0.0209,0.0235,0.0675,0.3124
s037,3,26,0.1009,0.0269,0.0559,0.3491,0.296,0.0831,0.0146,0.0122,0.0926,0.195
s037,3,27,0.026,0.0438,0.024,0.3407,0.3028,0.066,0.0209,0.0191,0.1007,0.1718
s037,3,28,0.0363,0.0501,0.0283,0.3418,0.2854,0.0897,0.0159,0.0193,0.1005,0.1463
s037,3,29,-0.002,0.081,-0.0056,0.3895,0.2957,0.1823,0.0365,0.0293,0.1086,0.1244
s037,3,30,0.0055,0.0691,0.0043,0.3476,0.2664,0.1243,0.0294,0.0359,0.1042,0.127
s037,3,31,-0.0107,0.0794,0.0101,0.3721,0.2527,0.0863,0.0346,0.0093,0.1319,0.1236
s037,3,32,0.0039,0.0586,0.0124,0.3381,0.258,0.1504,0.0072,0.0301,0.0931,0.1233
s037,3,33,0.0081,0.0657,0.0261,0.4451,0.2501,0.1316,0.0441,0.0154,0.0638,0.1378
s037,3,34,0.0013,0.0694,0.0219,0.3267,0.2561,0.0744,0.007,0.0243,0.0712,0.1716
s037,3,35,0.039,0.0486,0.0232,0.375,0.2609,0.0573,0.0252,0.0014,0.0688,0.1144
s037,3,36,-0.0104,0.0591,0.0119,0.3855,0.314,0.0649,0.013,0.0075,0.0752,0.1246
s037,3,37,-0.0154,0.0847,0.0061,0.3249,0.2593,0.0457,0.0252,0.0133,0.0744,0.1257
s037,3,38,-0.0218,0.0828,-0.0114,0.7663,0.2617,0.0441,0.0341,-0.0042,0.0443,0.1209
s037,3,39,-0.0157,0.0784,0.0364,0.5551,0.2786,0.0547,0.041,0.0011,0.0543,0.1157
s037,3,40,-0.0342,0.0886,-0.0243,0.3307,0.2554,0.0689,0.0362,-0.0169,0.0433,0.1091
s037,3,41,-0.0326,0.106,0.2571,0.5846,0.2598,0.0568,0.0257,0.013,0.0393,0.1009
s037,3,42,-0.0339,0.1082,0.0135,0.4995,0.2461,0.0568,0.0233,-0.0061,0.0593,0.1302
s037,3,43,-0.0291,0.0936,0.0182,0.4528,0.2789,0.0608,0.0378,-0.0029,0.0454,0.1075
s037,3,44,-0.0265,0.0823,0.0043,0.3046,0.259,0.0512,0.0143,0.0111,0.072,0.1178
s037,3,45,-0.0149,0.0871,0.0122,0.2597,0.4236,0.2487,0.5433,-0.0013,0.1092,0.107
s037,3,46,-0.055,0.1403,0.0683,0.3352,0.2781,0.1103,-0.0129,0.0262,0.0377,0.1141
s037,3,47,-0.0642,0.1203,-0.0045,0.4114,0.2659,0.4779,0.0708,-0.0053,0.0448,0.0983
s037,3,48,-0.0531,0.1016,-0.0093,0.3536,0.234,0.0631,0.0212,-0.0153,0.0398,0.1215
s037,3,49,-0.0233,0.0617,0.0383,0.4251,0.2351,0.0386,0.0644,-0.0369,0.0562,0.1689
s037,3,50,-0.0109,0.0691,0.0765,0.4021,0.268,0.1171,0.0109,0.0082,0.0712,0.1157
s037,4,1,0.4248,0.0261,0.0776,1.376,0.3999,0.167,0.4109,0.0958,0.0854,0.1207
s037,4,2,0.1236,0.0206,0.0499,0.2626,0.2461,0.0892,0.0183,0.0346,0.0425,0.132
s037,4,3,0.0398,0.014,0.0673,0.2903,0.2404,0.0836,0.0236,0.0547,0.1543,0.2765
s037,4,4,0.0925,0.0021,0.0794,0.3304,0.2619,0.1108,0.007,0.0425,0.0844,0.1122
s037,4,5,0.2159,0.037,0.0886,0.2495,0.2079,0.0815,-0.0031,0.0301,0.0709,0.1455
s037,4,6,0.0891,0.005,0.0778,0.2895,0.2324,0.0791,-0.0134,0.0317,0.086,0.2198
s037,4,7,0.0321,0.0567,0.0406,0.3842,0.2472,0.0807,0.0217,0.0133,0.0741,0.1078
s037,4,8,0.0147,0.042,0.0301,0.2597,0.2725,0.0807,0.0323,0.0156,0.0857,0.1655
s037,4,9,0.0113,0.0451,0.0148,0.2579,0.2374,0.0929,-0.0076,0.0547,0.0438,0.1038
s037,4,10,-0.0389,0.0802,-0.0174,0.3199,0.2156,0.0617,0.0288,0.0061,0.0672,0.1389
s037,4,11,0.1062,-0.0093,0.0507,0.3602,0.2229,0.1024,-0.0071,0.0275,0.0733,0.0964
s037,4,12,-0.032,0.0728,-0.014,0.318,0.2359,0.0536,0.0138,-0.0061,0.0857,0.1001
s037,4,13,-0.0447,0.0918,-0.0354,0.2244,0.6172,0.1778,-0.0013,0.0193,0.072,0.0985
s037,4,14,-0.0196,1.4161,0.037,0.3563,0.2314,0.0615,0.0106,0.0101,0.0715,0.0906
s037,4,15,-0.0505,0.5196,0.0182,0.3175,0.2285,0.0467,0.0341,-0.0034,0.0609,0.0977
s037,4,16,-0.031,0.1271,-0.0172,0.3808,0.3318,0.1275,0.0188,-0.0021,0.0551,0.0917
s037,4,17,-0.0465,0.129,-0.0222,0.3861,0.2725,0.0691,0.0244,-0.004,0.0417,0.0795
s037,4,18,-0.0516,0.1572,0.0156,0.36,0.2424,0.0718,0.0043,0.0214,0.0609,0.0904
s037,4,19,-0.0294,0.0878,-0.0177,0.3526,0.2327,0.0528,0.032,-0.0084,0.067,0.0764
s037,4,20,-0.0497,0.1551,0.0509,0.3974,0.2609,0.1013,0.0109,0.0373,0.0549,0.083
s037,4,21,-0.0249,0.0934,-0.0119,0.3315,0.2401,0.0762,-0.0013,0.0201,0.0549,0.0877
s037,4,22,-0.0239,0.1248,0.0122,0.3779,0.2826,0.0878,0.0196,0.0046,0.0549,0.0911
s037,4,23,0.0756,0.0765,0.0319,0.2576,0.3131,0.0807,0.0331,0.0019,0.0496,0.0906
s037,4,24,-0.0262,0.082,-0.0061,0.3576,0.2272,0.0728,0.0383,-0.02,0.067,0.093
s037,4,25,0.0479,0.0509,0.0256,0.3135,0.2567,0.0552,0.0391,0.0019,0.0651,0.0869
s037,4,26,-0.0252,0.1263,-0.0293,0.6113,0.2902,0.0819,0.0381,0.0048,0.0361,0.113
s037,4,27,0.0411,0.0496,-0.0087,0.7334,0.2319,0.0346,0.0391,-0.028,0.0343,0.0914
s037,4,28,-0.0563,0.1147,-0.0475,0.1885,0.2422,0.1145,0.0974,0.0061,0.1379,0.098
s037,4,29,0.049,0.0486,-0.0116,0.3104,0.234,0.053,0.0194,0.0017,0.0438,0.0906
s037,4,30,-0.0505,0.1155,-0.0565,0.4931,0.2477,0.0594,0.0389,0.0011,0.0556,0.0867
s037,4,31,-0.0429,0.1124,-0.0156,0.7779,0.2314,0.0536,0.0428,-0.0021,0.0338,0.0906
s037,4,32,-0.0273,0.1145,-0.0617,0.5353,0.2392,0.0707,0.0072,0.0183,0.0361,0.112
s037,4,33,-0.0075,0.0704,-0.0367,0.4095,0.2509,0.0657,0.0146,0.0035,0.0433,0.1138
s037,4,34,0.0013,0.0741,-0.0098,0.1667,0.2445,0.1419,0.1417,0.037,0.0778,0.1006
s037,4,35,0.0042,0.0897,-0.0011,0.3151,0.2311,0.0987,0.0465,0.0225,0.0559,0.0938
s037,4,36,0.0073,0.0733,0.0143,0.3048,0.2512,0.062,0.0484,0.0446,0.0588,0.0935
s037,4,37,-0.0183,0.0955,0.0111,0.3449,0.2182,0.0776,0.0333,0.009,0.0665,0.103
s037,4,38,0.0239,0.0934,-0.0288,0.3578,0.2416,0.0702,0.0391,0.003,0.0599,0.0877
s037,4,39,-0.0131,0.0802,-0.0069,0.3462,0.2366,0.057,0.0404,-0.0066,0.0517,0.0875
s037,4,40,-0.0299,0.0905,-0.0035,0.3542,0.2192,0.0704,0.0581,-0.0082,0.0738,0.0888
s037,4,41,0.1299,0.0546,0.0256,0.2787,0.2393,0.0675,0.0083,0.018,0.0591,0.0885
s037,4,42,0.0572,0.0681,0.0145,0.3747,0.238,0.0691,0.0402,0.0011,0.0688,0.0859
s037,4,43,-0.0141,0.1079,-0.0093,0.2315,0.2801,0.0947,0.0162,0.0167,0.0332,0.1056
s037,4,44,0.0353,0.0459,0.0248,0.2669,0.2263,0.0578,0.0225,-0.0174,0.0522,0.0925
s037,4,45,0.0092,0.0944,0.018,0.3201,0.2145,0.0981,0.0281,0.0038,0.0757,0.0846
s037,4,46,-0.0178,0.0918,0.0596,0.2663,0.2037,0.0288,0.0565,-0.0324,0.0477,0.2591
s037,4,47,0.2578,0.0512,0.0277,0.2948,0.216,0.0422,0.042,-0.0203,0.0522,0.1038
s037,4,48,-0.0133,0.0868,-0.0201,0.2529,0.2343,0.0628,0.0283,0.0027,0.053,0.0927
s037,4,49,0.0506,0.0483,0.0172,0.5411,0.2063,0.0209,0.0615,-0.0493,-0.003,0.0927
s037,4,50,0.0165,0.0712,-0.0024,0.2553,0.21,0.042,0.0412,-0.0359,0.0174,0.0669
s037,5,1,0.2694,0.0354,0.0483,0.2321,0.2478,0.1267,0.0233,0.0431,0.1063,0.1449
s037,5,2,0.1777,0.0652,0.1314,0.323,0.2348,0.0968,0.0365,0.0238,0.0936,0.1281
s037,5,3,0.1471,0.0166,0.0813,0.2924,0.2649,0.1723,0.0346,0.0046,0.0796,0.1494
s037,5,4,0.1626,0.0151,0.0733,0.3352,0.2275,0.0547,0.076,0.0233,0.0807,0.1196
s037,5,5,0.122,0.0776,0.0541,0.2619,0.248,0.0737,0.0133,0.0373,0.0794,0.1428
s037,5,6,0.257,-0.0235,0.1095,0.5182,0.2532,0.1164,0.013,0.0499,0.058,0.112
s037,5,7,0.0703,0.0425,0.0441,0.3009,0.2527,0.09,0.0048,0.0322,0.0612,0.1088
s037,5,8,0.0052,0.0683,0.0377,0.1487,0.2247,0.0589,0.0502,0.0077,0.0654,0.1249
s037,5,9,0.03,0.0631,0.0377,0.4087,0.2337,0.0544,0.0589,-0.0013,0.0343,0.1405
s037,5,10,0.0838,0.024,0.0296,0.3012,0.2224,-0.005,0.0861,-0.0501,0.0438,0.1494
s037,5,11,0.1094,0.0119,0.0486,0.2423,0.2403,0.0227,0.0863,-0.0448,0.0773,0.1167
s037,5,12,0.0551,0.0517,0.0193,0.1471,0.2364,0.061,0.0631,-0.0058,0.0636,0.1238
s037,5,13,0.0912,0.043,0.0185,0.2418,0.2287,0.0665,0.0286,0.0204,0.0789,0.1188
s037,5,14,0.1563,0.0143,0.0472,0.5308,0.2435,0.1055,0.1583,0.0167,0.1155,0.0996
s037,5,15,0.0263,0.0583,0.0014,0.1545,0.2316,0.0523,0.0186,0.0388,0.1155,0.0991
s037,5,16,0.0453,0.067,0.0264,0.2735,0.223,0.0655,0.0054,0.0043,0.0786,0.0964
s037,5,17,0.0076,0.072,-0.0011,0.2431,0.4019,0.6169,0.047,0.0589,0.3502,0.1051
s037,5,18,-0.0017,0.0715,-0.0021,0.1791,0.2701,0.2105,0.0412,0.0233,0.1205,0.1133
s037,5,19,0.0258,0.0673,0.0103,0.1577,0.2319,0.0792,0.0412,0.0238,0.1108,0.094
s037,5,20,0.0719,0.0549,0.0283,0.3019,0.5038,0.3442,0.0215,0.0533,0.0944,0.1085
s037,5,21,0.049,0.053,0.024,0.1675,0.2272,0.1324,0.0995,0.0694,0.1253,0.0946
s037,5,22,0.0073,0.0984,0.0021,0.1543,0.243,0.0678,0.0455,-0.015,0.081,0.1339
s037,5,23,0.0121,0.0815,-0.0061,0.1675,0.278,0.1224,0.0455,0.0193,0.1239,0.1581
s037,5,24,0.0804,0.0404,0.0515,0.1469,0.8253,0.1541,0.0294,0.0362,0.0897,0.1125
s037,5,25,0.0548,0.0491,0.0227,0.3528,0.3672,0.3415,0.0478,0.3658,0.1232,0.1333
s037,5,26,0.0638,0.0662,0.0293,1.1057,0.5225,0.216,0.0178,0.0328,0.0968,0.1267
s037,5,27,0.0543,0.0343,0.038,0.385,0.562,0.2696,0.1032,0.0267,0.0873,0.1004
s037,5,28,0.079,0.0309,0.0383,0.1305,0.2483,0.0837,0.0518,0.0198,0.0839,0.0964
s037,5,29,-0.0231,0.1113,-0.0319,0.2611,0.2562,0.1396,0.031,0.0222,0.1044,0.0943
s037,5,30,-0.0059,0.0839,-0.0135,0.2793,0.2714,0.1229,0.0407,0.0172,0.0757,0.1096
s037,5,31,0.074,0.053,0.0435,0.3288,0.264,0.0855,0.0581,-0.0092,0.0678,0.1093
s037,5,32,0.0495,0.0193,0.0348,0.1374,0.2393,0.1029,0.0428,0.0204,0.0883,0.0875
s037,5,33,-0.0415,0.1242,-0.0377,0.36,0.2356,0.052,0.0758,-0.0353,0.053,0.1088
s037,5,34,0.0746,0.0238,0.081,0.4122,0.2733,0.0665,0.0631,-0.0177,0.0659,0.1038
s037,5,35,0.0342,0.0385,0.0483,0.9364,0.8271,0.1245,0.0307,0.0198,0.0525,0.1141
