subject,sessionIndex,rep,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
s034,3,5,0.2671,0.0918,0.0868,0.5412,0.4211,0.152,0.0758,0.1072,0.1319,0.2468
s034,3,6,0.1112,0.1237,0.0726,0.586,0.3838,0.1119,0.0771,0.0475,0.2211,0.3955
s034,3,7,0.1118,0.1098,0.0657,0.4658,0.7701,0.1567,0.123,0.0201,0.1865,0.2008
s034,3,8,0.1677,0.0937,0.0942,0.4043,0.4096,0.0989,0.0887,0.0104,0.2034,0.1969
s034,3,9,0.1353,0.1167,0.0615,0.4159,0.4932,0.108,0.0644,0.0918,0.1755,0.1927
s034,3,10,0.1814,0.0863,0.0963,0.2912,0.4432,0.1322,0.0581,0.2687,0.6031,0.1885
s034,3,11,0.1344,0.1022,0.1018,0.749,0.4221,0.1391,0.0618,0.0845,0.1914,0.2273
s034,3,12,0.0979,0.1377,0.0771,0.4103,0.4008,0.1541,0.0138,0.2021,0.3595,0.2462
s034,3,13,0.1506,0.1111,0.0836,0.438,0.3646,0.4091,0.133,0.1153,0.1427,0.2243
s034,3,14,0.1184,0.1164,0.071,0.4154,0.4379,0.1301,0.0834,0.1001,0.1282,0.2181
s034,3,15,0.1168,0.1142,0.095,0.6519,0.4089,0.1572,0.0796,0.1022,0.1179,0.2412
s034,3,16,0.1142,0.123,0.0684,0.3695,0.3968,0.1554,0.0323,0.209,0.1337,0.2489
s034,3,17,0.1468,0.1095,0.0921,0.3597,0.4514,0.0843,0.0642,0.1201,0.1382,0.2273
s034,3,18,0.1205,0.1161,0.0723,0.3729,0.3682,0.129,0.0953,0.1362,0.0934,0.2439
s034,3,19,0.122,0.1061,0.0879,0.3832,0.3962,0.1311,0.0903,0.1301,0.1126,0.1938
s034,3,20,0.1447,0.1179,0.0757,0.2574,0.397,0.1578,0.0768,0.1966,0.1585,0.2858
s034,3,21,0.117,0.1256,0.0583,0.3455,0.4212,0.12,0.0855,0.1355,0.1094,0.2247
s034,3,22,0.1166,0.1158,0.0805,0.2405,0.5441,0.1172,0.1085,0.1282,0.2084,0.4988
s034,3,23,0.1318,0.1287,0.0739,1.3009,0.3517,0.1596,0.0323,0.1831,0.1461,0.2056
s034,3,24,0.1282,0.1246,0.0721,0.5011,0.3918,0.1354,0.0652,0.1579,0.1168,0.2109
s034,3,25,0.1231,0.1067,0.2569,0.5348,0.4274,0.1241,0.0315,0.2163,0.1118,0.2568
s034,3,26,0.0957,0.1314,0.0958,0.5554,0.4058,0.1847,0.0051,0.5458,0.1896,0.2196
s034,3,27,0.163,0.1069,0.099,0.4831,0.4018,0.1923,0.122,0.1111,0.1316,0.2072
s034,3,28,0.131,0.1243,0.0852,0.4069,0.8648,0.1708,0.1241,0.1048,0.1255,0.2054
s034,3,29,0.1305,0.1067,0.0795,0.4602,0.3512,0.1364,0.1054,0.086,0.1234,0.2106
s034,3,30,0.1588,0.124,0.0948,0.3323,0.4458,0.1455,0.089,0.1159,0.1166,0.1542
s034,3,31,0.1527,0.1118,0.0834,0.2324,0.7704,0.1422,0.1051,0.0808,0.1185,0.1848
s034,3,32,0.1213,0.1105,0.0963,0.2115,0.4492,0.1211,0.0871,0.1436,0.1026,0.1696
s034,3,33,0.1265,0.1137,0.0873,0.2366,0.5256,0.1193,0.1191,0.1135,0.11,0.9346
s034,3,34,0.1115,0.1122,0.0876,0.1987,0.4426,0.2685,0.1151,0.1042,0.1021,0.223
s034,3,35,0.26,0.105,0.1145,0.2307,0.3258,0.175,0.0568,0.1454,0.1002,0.1824
s034,3,36,0.3558,0.1063,0.0974,0.5111,0.6022,0.1245,0.0539,0.1325,0.0957,0.2191
s034,3,37,0.1558,0.0557,0.1475,0.4881,0.3635,0.1348,0.0586,0.1101,0.1251,0.1589
s034,3,38,0.1405,0.1232,0.1014,0.3708,0.379,0.1453,0.0895,0.1233,0.1015,0.2111
s034,3,39,0.131,0.1504,0.0855,0.5166,0.3524,0.1494,0.0774,0.1001,0.0778,0.1756
s034,3,40,0.1392,0.1,0.1319,0.2566,0.7615,0.1354,0.1096,0.0837,0.1045,0.8805
s034,3,41,0.1224,0.1113,0.0876,0.2334,0.4197,0.1655,0.0655,0.1254,0.0915,0.2167
s034,3,42,0.1136,0.1319,0.0699,0.3025,0.4782,0.1309,0.0739,0.1225,0.1044,0.1969
s034,3,43,0.1363,0.1124,0.1011,0.3247,0.424,0.1045,0.0797,0.1019,0.1013,0.1833
s034,3,44,0.1157,0.1132,0.076,0.2342,0.4585,0.1328,0.0906,0.081,0.1316,0.2194
s034,3,45,0.0923,0.1251,0.0757,0.5422,0.4421,0.0982,0.109,0.037,0.0976,0.1887
s034,3,46,0.1455,0.099,0.1037,0.6524,0.4065,0.1042,0.0972,0.08,0.1029,0.178
s034,3,47,0.1049,0.1114,0.0763,0.3157,0.4118,0.1377,0.0837,0.1106,0.0999,0.218
s034,3,48,0.1518,0.1184,0.0768,0.4562,0.497,0.1161,0.0892,0.1037,0.0926,0.2893
s034,3,49,0.1996,0.0644,0.1974,0.5001,0.3514,0.1557,0.1145,0.1528,0.1717,0.2128
s034,3,50,0.1553,0.1032,0.0971,0.3616,0.4294,0.1142,0.1269,0.0481,0.1226,0.2111
s034,4,1,0.4406,0.0984,0.8194,1.0528,0.4004,0.1605,0.1349,0.0707,0.0887,0.2059
s034,4,2,0.4351,0.082,0.1288,0.4386,0.4756,0.9559,0.1222,0.086,0.5739,0.2602
s034,4,3,0.5764,0.0979,0.1137,0.2793,0.502,0.2155,0.0904,0.1003,0.1517,0.492
s034,4,4,0.1885,0.0944,0.1194,0.3065,0.4796,0.1369,0.1038,0.0818,0.1238,0.2352
s034,4,5,0.459,0.1177,0.1085,0.3023,0.4792,0.1433,0.0652,0.1594,0.1611,0.2447
s034,4,6,0.4048,0.0828,0.1092,0.2764,0.468,0.1681,0.1215,0.1117,0.154,0.2404
s034,4,7,0.2462,0.1119,0.1206,0.3321,0.4418,0.1773,0.0811,0.1315,0.157,0.2101
s034,4,8,0.1735,0.1198,0.0984,0.2822,0.4922,0.1354,0.0854,0.1069,0.1372,0.2114
s034,4,9,0.1609,0.1074,0.0884,0.2168,0.4457,0.2216,0.1003,0.0979,0.1219,0.2012
s034,4,10,0.144,0.1119,0.0995,0.2614,0.4822,0.1304,0.113,0.0858,0.1306,0.2438
s034,4,11,0.2009,0.1042,0.0948,0.3379,0.5102,0.1132,0.0772,0.0947,0.1255,0.284
s034,4,12,0.1205,0.1324,0.1185,0.2334,0.4681,0.162,0.1085,0.1087,0.1335,0.241
s034,4,13,0.149,0.1196,0.1026,0.2838,0.4513,0.1306,0.1116,0.0831,0.1461,0.2193
s034,4,14,0.1862,0.1026,0.1029,0.2931,0.4495,0.1227,0.1149,0.0953,0.1242,0.2455
s034,4,15,0.1659,0.1116,0.0866,0.2329,0.4302,0.1402,0.1101,0.1029,0.1422,0.2067
s034,4,16,0.1244,0.1177,0.0884,0.3038,0.3807,0.1594,0.1246,0.0729,0.1414,0.2151
s034,4,17,0.1442,0.1219,0.0729,0.2546,0.4913,0.1248,0.1172,0.0858,0.5122,0.2702
s034,4,18,0.1647,0.1192,0.0807,0.2377,0.4049,0.1406,0.1094,0.0953,0.1248,0.218
s034,4,19,0.1387,0.1229,0.0842,0.2199,0.3983,0.1288,0.125,0.0805,0.1258,0.241
s034,4,20,0.3085,0.1412,0.1097,0.2651,0.4022,0.143,0.1029,0.1046,0.1229,0.2259
s034,4,21,0.1233,0.1222,0.0649,0.211,0.4012,0.1454,0.1231,0.0852,0.1412,0.1916
s034,4,22,0.1163,0.138,0.0584,0.2013,0.3986,0.1322,0.0911,0.1042,0.1073,0.2343
s034,4,23,0.1316,0.1134,0.0666,0.2079,0.3432,0.1625,0.0923,0.1161,0.1301,0.247
s034,4,24,0.1234,0.133,0.0998,0.2419,0.4118,0.119,0.1291,0.1125,0.1516,0.2465
s034,4,25,0.1302,0.1482,0.091,0.6944,0.5711,0.2203,0.0887,0.0958,0.1346,0.2372
s034,4,26,0.124,0.1383,0.0731,0.2139,0.4376,0.1203,0.1326,0.0979,0.1018,0.2755
s034,4,27,0.1363,0.1388,0.0763,0.2888,0.5225,0.1216,0.1589,0.0998,0.1287,0.2407
s034,4,28,0.1194,0.1367,0.0805,0.2047,0.4212,0.1264,0.158,0.1169,0.1361,0.2354
s034,4,29,0.1329,0.1459,0.09,0.2294,0.4123,0.1311,0.1545,0.1404,0.1377,0.2368
s034,4,30,0.1355,0.1316,0.1019,0.23,0.3844,0.1391,0.1771,0.0716,0.1311,0.2165
s034,4,31,0.1268,0.1322,0.0992,1.1198,0.9825,0.1647,0.0787,0.1576,0.7004,0.2499
s034,4,32,0.116,0.1335,0.067,0.264,0.7706,0.114,0.1046,0.0847,0.113,0.2349
s034,4,33,0.1263,0.1348,0.0829,0.2843,0.4566,0.0952,0.1262,0.1241,0.121,0.3055
s034,4,34,0.2168,0.0923,0.1069,0.236,0.4429,0.0866,0.1276,0.0837,0.1106,0.2315
s034,4,35,0.1492,0.1225,0.0963,0.2474,0.3633,0.1351,0.1125,0.1142,0.111,0.2338
s034,4,36,0.1393,0.139,0.0839,0.6532,0.614,0.1158,0.0958,0.1016,0.1021,0.2518
s034,4,37,0.1632,0.1084,0.0887,0.2194,0.3978,0.1211,0.1291,0.1169,0.1061,0.2415
s034,4,38,0.1893,0.1011,0.0855,0.7152,0.5234,0.1293,0.0919,0.1248,0.1611,0.9293
s034,4,39,0.2418,0.1071,0.1478,0.2434,0.4709,0.1264,0.0934,0.119,0.0918,0.238
s034,4,40,0.1624,0.1203,0.08,0.2688,0.3532,0.1583,0.0842,0.137,0.1086,0.2123
s034,4,41,0.1213,0.1357,0.0794,0.211,0.3329,0.1577,0.1035,0.0997,0.1034,0.2273
s034,4,42,0.1279,0.1317,0.0754,0.2086,0.3366,0.1644,0.1014,0.1,0.096,0.2404
s034,4,43,0.1271,0.148,0.0652,0.2121,0.3345,0.1256,0.1409,0.1153,0.1137,0.2165
s034,4,44,0.1253,0.157,0.1021,0.217,0.3527,0.1454,0.1378,0.0858,0.118,0.2401
s034,4,45,0.1529,0.1274,0.0908,0.2516,0.3267,0.1482,0.1613,0.1085,0.1166,0.208
s034,4,46,0.1239,0.1507,0.0874,0.2358,0.3664,0.1328,0.1401,0.06,0.1408,0.2189
s034,4,47,0.155,0.1198,0.0874,0.2221,0.3709,0.1573,0.1174,0.0554,0.1371,0.2088
s034,4,48,0.1395,0.1264,0.1,0.1973,0.4474,0.1058,0.1233,0.0565,0.1158,0.202
s034,4,49,0.1664,0.1074,0.0863,0.1912,0.3757,0.133,0.084,0.0518,0.1369,1.3876
s034,4,50,0.1328,0.1156,0.081,0.2406,0.3709,0.1372,0.056,0.1802,0.1403,0.4788
s034,5,1,0.1679,0.0963,0.1084,0.8167,0.4054,0.1224,0.0681,0.1006,0.1374,0.2136
s034,5,2,0.1355,0.1164,0.0483,0.5149,0.383,0.1405,0.1436,0.0349,0.12,0.2222
s034,5,3,0.1182,0.1237,0.0831,0.533,0.393,0.138,0.0539,0.1287,0.1118,0.2106
s034,5,4,0.2697,0.0884,0.1082,0.3484,0.4229,0.1567,0.0589,0.1908,0.1285,0.2589
s034,5,5,0.232,0.0824,0.1027,0.2782,0.3461,0.1367,0.1,0.0866,0.0999,0.2384
s034,5,6,0.1762,0.1169,0.0745,0.3668,0.416,0.1323,0.0782,0.0974,0.1118,0.1882
s034,5,7,0.135,0.1132,0.0937,0.24,0.3053,0.2174,0.066,0.5304,0.2669,0.2017
s034,5,8,0.1316,0.1277,0.061,0.2184,0.5201,0.1448,0.1077,0.0803,0.1335,0.2299
s034,5,9,0.1329,0.1287,0.0826,0.2553,0.3999,0.1436,0.0784,0.115,0.0994,0.2112
s034,5,10,0.1537,0.1087,0.0718,0.2136,0.3391,0.1672,0.1087,0.0542,0.1334,0.261
s034,5,11,0.1574,0.1039,0.0921,1.6269,0.6336,0.1383,0.0597,0.0877,0.1142,0.2647
s034,5,12,0.1795,0.0765,0.0945,0.195,0.422,0.162,0.027,0.2085,0.1268,0.2183
s034,5,13,0.1254,0.1216,0.076,0.1899,0.3847,0.1554,0.0586,0.1156,0.1036,0.2069
s034,5,14,0.1329,0.1116,0.0773,0.1847,0.7219,0.1534,0.0851,0.0858,0.1137,0.1935
s034,5,15,0.1643,0.1021,0.1034,0.1814,0.3382,0.143,0.0979,0.089,0.1066,0.2006
s034,5,16,0.1197,0.1404,0.0565,0.2208,0.3403,0.1615,0.1019,0.094,0.1172,0.1843
s034,5,17,0.1363,0.1019,0.0724,1.0794,0.4144,0.1858,0.1742,0.0391,0.1205,0.2916
s034,5,18,0.1408,0.1217,0.0852,0.2875,0.3309,0.1668,0.1645,0.0639,0.1134,0.2134
s034,5,19,0.1398,0.1277,0.0657,0.2442,0.321,0.1288,0.137,0.0805,0.1182,0.1806
s034,5,20,0.1398,0.1167,0.0832,1.2738,0.6114,0.1254,0.1045,0.055,0.0797,0.2024
s034,5,21,0.1331,0.1177,0.0679,0.2318,0.3847,0.1402,0.1122,0.0824,0.1063,0.1967
s034,5,22,0.1286,0.1098,0.076,0.226,0.339,0.1309,0.1278,0.0686,0.0986,0.202
s034,5,23,0.1257,0.1146,0.0736,0.2009,0.3332,0.1285,0.1228,0.0816,0.0902,0.1854
s034,5,24,0.1276,0.12,0.0686,0.2411,0.3593,0.1095,0.1618,0.0586,0.1308,0.1925
s034,5,25,0.1429,0.1095,0.0713,1.1198,0.5987,0.1418,0.0861,0.086,0.1137,0.1941
s034,5,26,0.1038,0.1348,0.09,0.307,0.5661,0.119,0.118,0.0352,0.1285,0.2209
s034,5,27,0.1347,0.1183,0.0937,0.7078,0.724,0.1166,0.0695,0.0732,0.118,0.1716
s034,5,28,0.1136,0.1177,0.0541,0.2079,0.3683,0.1271,0.1288,0.0576,0.1234,0.1827
s034,5,29,0.1079,0.1237,0.0559,0.2049,0.3003,0.1245,0.1196,0.0715,0.0854,0.2213
s034,5,30,0.0994,0.1319,0.0581,0.4789,0.4323,0.1166,0.0999,0.004,0.1409,0.1862
s034,5,31,0.0968,0.1258,0.058,1.004,0.4023,0.1805,0.051,0.1391,0.1588,0.2099
s034,5,32,0.2254,0.1422,0.1061,0.2882,0.4424,0.1623,0.1381,0.0678,0.0836,0.3657
s034,5,33,0.1614,0.1254,0.0687,0.201,0.3696,0.1478,0.0655,0.0951,0.1269,0.5218
s034,5,34,0.0972,0.128,0.0766,0.1791,0.3501,0.1541,0.0618,0.1193,0.1034,0.1598
s034,5,35,0.1487,0.0992,0.0679,0.1988,0.3287,1.032,0.1138,0.0578,0.1384,0.1961
s034,5,36,0.1255,0.118,0.0749,0.1815,0.3354,0.1367,0.0913,0.0243,0.1452,0.1795
s034,5,37,0.2054,0.11,0.0947,0.2102,0.3169,0.1264,0.1206,0.06,0.1351,0.6825
s034,5,38,0.1371,0.152,0.0937,0.3262,0.7353,0.2438,0.1849,0.0035,0.2609,0.4403
s034,5,39,0.1759,0.1525,0.0868,0.2164,0.3754,0.1533,0.1383,0.1288,0.1493,0.2254
s034,5,40,0.1513,0.1573,0.0947,0.2524,0.3052,0.1977,0.1476,0.0758,0.1391,0.1948
s034,5,41,0.1622,0.1441,0.1153,0.2231,0.6662,0.1367,0.1227,0.0847,0.1195,0.1861
s034,5,42,0.12,0.1414,0.0895,0.2073,0.3388,0.1469,0.1806,0.1024,0.2005,0.3981
s034,5,43,0.2123,0.1317,0.123,0.2171,0.3946,0.1156,0.1431,0.0533,0.1224,0.2117
s034,5,44,0.1371,0.1449,0.0849,0.2071,0.3429,0.5412,0.468,0.1359,0.2171,0.2088
s034,5,45,0.2141,0.1154,0.1356,0.2197,0.3627,0.114,0.1721,0.0143,0.144,0.1843
s034,5,46,0.1208,0.1435,0.0913,0.5577,0.6104,0.2728,0.0964,0.0821,0.1082,0.2188
s034,5,47,0.1872,0.1227,0.1206,0.3822,0.3696,0.1475,0.6066,0.1061,0.1514,0.1876
s034,5,48,0.1366,0.1319,0.0736,0.2492,0.3263,0.1266,0.1312,0.0792,0.1224,0.1832
s034,5,49,0.178,0.1335,0.1003,0.2622,0.3065,0.1449,0.1246,0.0758,0.1105,0.1803
s034,5,50,0.1374,0.1348,0.105,0.2329,0.334,0.1349,0.1586,0.0763,0.121,0.201
s034,6,1,0.1033,0.119,0.0763,0.495,0.3139,0.1259,0.071,0.0763,0.1274,0.5444
s034,6,2,0.1081,0.1166,0.0654,0.3511,0.4295,0.1058,0.079,0.0658,0.7163,0.2373
s034,6,3,0.1408,0.1192,0.0616,0.5499,0.3428,0.1228,0.0708,0.0811,0.1111,0.1708
s034,6,4,0.1714,0.0926,0.072,0.4573,0.3688,0.1377,0.0412,0.0858,0.1519,0.2164
s034,6,5,0.0851,0.1374,0.1008,1.7289,0.3277,0.1716,0.0742,0.09,0.0994,0.212
s034,6,6,0.159,0.108,0.0921,0.2601,0.4366,0.1612,0.0534,0.0938,0.1263,0.185
s034,6,7,0.1226,0.1148,0.08,0.1859,0.3419,0.1625,0.0753,0.094,0.0978,0.1948
s034,6,8,0.1355,0.1195,0.0818,0.2384,0.3739,0.1617,0.0753,0.0982,0.143,0.1756
s034,6,9,0.1551,0.113,0.0694,0.226,0.3986,0.1499,0.0581,0.1185,0.0949,0.1911
s034,6,10,0.0947,0.1345,0.0723,0.2084,0.3198,0.1459,0.0702,0.1017,0.527,0.2078
s034,6,11,0.0939,0.148,0.0755,0.2094,0.4013,0.1267,0.0365,0.1032,0.1369,0.1661
s034,6,12,0.231,0.11,0.1277,0.6171,0.3416,0.1153,0.0756,0.0438,0.1247,0.168
s034,6,13,0.1057,0.1224,0.0633,0.2405,0.4123,0.176,0.1091,0.0866,0.0928,0.2314
s034,6,14,0.1192,0.1092,0.0847,0.2173,0.3077,0.1596,0.1022,0.0703,0.0813,0.1836
s034,6,15,0.093,0.1364,0.0663,0.1959,0.2963,0.1573,0.1143,0.07,0.0889,0.1777
s034,6,16,0.1239,0.1211,0.081,0.2182,0.286,0.1418,0.1117,0.0657,0.0897,0.1988
s034,6,17,0.0999,0.7039,0.1739,0.2832,0.3309,0.158,0.1072,0.0905,0.0841,0.2204
s034,6,18,1.2789,0.1519,0.1043,0.3069,0.3865,0.1799,0.1708,0.1383,0.1997,0.2431
s034,6,19,0.1547,0.1746,0.1691,0.6941,0.532,0.1718,0.1509,0.0715,0.1013,0.2484
s034,6,20,0.1424,0.162,0.1116,0.2173,0.3769,0.1254,0.1711,0.0752,0.5006,0.2402
s034,6,21,0.1484,0.1536,0.1206,0.2005,0.3975,0.161,0.1525,0.1024,0.2002,0.226
s034,6,22,0.1136,0.1755,0.1195,0.2381,0.3688,0.1462,0.185,0.1111,0.1704,0.1718
s034,6,23,0.1347,0.1678,0.2271,0.2643,0.5779,0.1214,0.1394,0.0692,0.1867,0.1877
s034,6,24,0.1558,0.1794,0.1232,0.244,0.383,0.1477,0.1865,0.0926,0.1369,0.2244
s034,6,25,0.1418,0.1699,0.1032,0.2403,0.3862,0.1175,0.1683,0.1034,0.1741,0.1961
s034,6,26,0.1294,0.139,0.1024,0.1978,0.3279,0.1335,0.132,0.1072,0.1198,0.4311
s034,6,27,0.1738,0.1216,0.1129,0.2157,0.3056,0.115,0.1328,0.0663,0.0976,0.2102
s034,6,28,0.1299,0.1775,0.1055,0.1854,0.3195,0.1229,0.1328,0.0715,0.105,0.2091
s034,6,29,0.0833,0.1502,0.0969,0.1759,0.3026,0.1116,0.1115,0.1069,0.0862,0.1682
s034,6,30,0.1052,0.1567,0.0773,0.2039,0.2736,0.1369,0.1104,0.0816,0.1045,0.1776
s034,6,31,0.1218,0.1304,0.096,0.1893,0.2738,0.1303,0.0972,0.0674,0.1013,0.1548
s034,6,32,0.1466,0.1166,0.1021,0.1807,0.2888,0.123,0.1172,0.0987,0.0699,0.2254
s034,6,33,0.1899,0.1039,0.1042,0.1878,0.2894,0.1187,0.1165,0.0871,0.0921,0.1753
s034,6,34,0.122,0.1327,0.0821,0.1801,0.2859,0.1278,0.1095,0.094,0.0855,0.2291
s034,6,35,0.1466,0.099,0.0982,0.1706,0.3008,0.1095,0.1262,0.0958,0.0952,0.1804
s034,6,36,0.1637,0.1042,0.0973,0.2068,0.4986,0.1325,0.109,0.0526,0.1243,0.1877
s034,6,37,0.312,0.2297,0.1296,0.273,0.2652,0.1343,0.0945,0.1032,0.1002,0.1812
s034,6,38,0.1576,0.1145,0.0813,0.2287,0.271,0.1066,0.165,0.0868,0.1116,0.2126
s034,6,39,0.1373,0.1034,0.1185,0.1812,0.3276,0.1148,0.1017,0.1041,0.028,0.1849
s034,6,40,0.1044,0.1037,0.0857,0.1839,0.2918,0.1177,0.1024,0.0728,0.0725,0.1495
s034,6,41,0.1276,0.1356,0.0728,0.2068,0.2968,0.1198,0.1161,0.0744,0.0831,0.1696
s034,6,42,0.1297,0.1238,0.076,0.1957,0.2976,0.1253,0.1225,0.0647,0.072,0.1741
s034,6,43,0.1321,0.1298,0.0916,0.1596,0.5213,0.1194,0.1154,0.0589,0.0868,0.141
s034,6,44,0.17,0.1053,0.0813,0.1762,0.3572,0.1219,0.0932,0.0405,0.1021,0.1593
s034,6,45,0.1004,0.1538,0.823,0.3086,0.3092,0.1208,0.0946,0.067,0.11,0.1862
s034,6,46,0.1426,0.1285,0.0818,0.264,1.1832,0.1581,0.0747,0.0935,0.0907,0.1924
s034,6,47,0.14,0.1248,0.0863,0.2083,0.3074,0.1531,0.124,0.1685,0.2021,0.2581
s034,6,48,0.1819,0.1306,0.0726,0.2139,0.2997,0.1254,0.0993,0.1114,0.0915,0.2676
s034,6,49,0.1305,0.1258,0.0821,0.2097,0.3137,0.128,0.0845,0.0892,0.0902,0.423
s034,6,50,0.0983,0.1203,0.0773,0.1797,0.2911,0.1317,0.1345,0.0884,0.1068,0.3525
s034,7,1,0.1239,0.1161,0.0576,0.7096,0.5159,0.1882,0.5091,0.4708,0.249,0.2769
s034,7,2,0.2589,0.1385,0.0546,0.2925,0.4268,0.7351,0.118,0.085,0.1812,0.2151
s034,7,3,0.1598,0.1192,0.0731,0.3571,0.8232,0.5,0.1061,0.0958,0.1652,0.2203
s034,7,4,0.1796,0.1027,0.1005,0.3758,0.6119,0.4935,0.0302,0.1335,0.1272,0.2165
s034,7,5,0.1458,0.1169,0.0866,0.2147,0.4798,0.2854,0.127,0.0884,0.124,0.2082
s034,7,6,0.127,0.1198,0.0647,0.1934,0.402,0.2076,0.1417,0.071,0.1533,0.2227
s034,7,7,0.2231,0.1306,0.1654,0.2253,0.4076,0.1578,0.1623,0.1011,0.2165,0.1982
s034,7,8,0.1183,0.1815,0.0948,0.2392,0.4424,0.147,0.1555,0.1013,0.1661,0.2074
s034,7,9,0.1181,0.152,0.0784,0.2104,0.3351,0.1491,0.1204,0.0982,0.1156,0.2299
s034,7,10,0.1223,0.1483,0.1103,0.2103,0.3324,0.157,0.1581,0.0974,0.1434,0.214
s034,7,11,0.1208,0.1522,0.0771,0.1888,0.3258,0.4698,0.1062,0.1063,0.1544,0.1906
s034,7,12,0.0965,0.1514,0.0507,0.2049,0.3751,0.1742,0.08,0.109,0.1206,0.2323
s034,7,13,0.0917,0.172,0.0391,0.2213,0.3226,0.1335,0.1259,0.0763,0.1356,0.4501
s034,7,14,0.1331,0.1156,0.0763,0.2171,0.3192,0.1114,0.1156,0.0639,0.1617,0.1753
s034,7,15,0.1716,0.095,0.096,0.2708,0.4342,0.1305,0.0877,0.0607,0.1639,0.1954
s034,7,16,0.1124,0.1343,0.0678,0.1794,0.3805,0.156,0.0922,0.0771,0.1345,0.2144
s034,7,17,0.1308,0.1409,0.0457,0.1915,0.8863,0.2553,0.0871,0.0927,0.1398,0.2117
s034,7,18,0.1305,0.1184,0.0652,0.1501,0.3063,0.1258,0.1077,0.0531,0.1258,0.2196
s034,7,19,0.0926,0.1335,0.0559,0.1894,0.3007,0.1314,0.1267,0.0702,0.1258,0.247
s034,7,20,0.0976,0.12,0.0575,0.1541,0.2942,0.1322,0.0966,0.0827,0.0971,0.227
s034,7,21,0.2437,0.1042,0.0955,0.1944,0.3346,0.1277,0.1199,0.051,0.0976,0.6677
s034,7,22,0.1629,0.0902,0.0897,0.1828,0.3211,0.153,0.1164,0.0454,0.11,0.198
s034,7,23,0.1265,0.1164,0.0634,0.1796,0.3018,0.1193,0.1244,0.0473,0.1224,0.1703
s034,7,24,0.1469,0.1258,0.0834,0.1628,0.333,0.1503,0.2132,0.1077,0.2243,0.2686
s034,7,25,0.1355,0.1641,0.118,0.2497,0.4118,0.19,0.1515,0.1069,0.1493,0.2239
s034,7,26,0.1748,0.1275,0.1034,0.1783,0.3451,0.1005,0.1447,0.0747,0.1077,0.2338
s034,7,27,0.1472,0.1401,0.0678,0.2015,0.3008,0.1317,0.1283,0.1021,0.1409,0.9094
s034,7,28,0.1176,0.1258,0.0771,0.1667,0.2913,0.1411,0.1317,0.0668,0.1319,0.2397
s034,7,29,0.1384,0.129,0.0739,0.1912,0.2784,0.1496,0.0927,0.1024,0.1095,0.2465
s034,7,30,0.1234,0.1527,0.0604,0.1849,0.2946,0.1441,0.1463,0.0518,0.1232,0.2167
s034,7,31,0.125,0.1164,0.062,0.1801,0.326,0.148,0.1219,0.0797,0.0981,0.2438
s034,7,32,0.1321,0.1414,0.0647,0.1778,0.306,0.1269,0.1144,0.0829,0.1263,0.2633
s034,7,33,0.3581,0.1351,0.1098,0.2084,0.3034,0.1287,0.1201,0.085,0.0755,0.2299
s034,7,34,0.1126,0.1474,0.0612,0.1624,0.3032,0.1409,0.1241,0.086,0.1153,0.2093
s034,7,35,0.0978,0.1319,0.0594,0.2177,0.3427,0.1446,0.0811,0.1016,0.1163,0.2049
s034,7,36,0.0981,0.1527,0.0705,0.2619,0.3355,0.1459,0.1209,0.0911,0.076,0.2165
s034,7,37,0.1231,0.1377,0.0736,0.1709,0.2866,0.1267,0.104,0.0979,0.1475,0.2193
s034,7,38,0.1128,0.1441,0.0596,0.1881,0.2823,0.1183,0.1196,0.0992,0.0744,0.4172
s034,7,39,0.1935,0.1045,0.0886,0.1688,0.2877,0.163,0.0935,0.1017,0.0823,0.1795
s034,7,40,0.1079,0.162,0.0425,0.168,0.2853,0.1404,0.1107,0.0816,0.0752,0.2542
s034,7,41,0.122,0.1187,0.0591,0.1768,0.3197,0.1663,0.0945,0.118,0.0994,0.242
s034,7,42,0.1178,0.1345,0.0567,0.1734,0.2792,0.1334,0.0811,0.1238,0.1189,0.1611
s034,7,43,0.1191,0.1345,0.0628,0.1902,0.3042,0.1103,0.1188,0.1085,0.1097,0.5517
s034,7,44,0.2155,0.1134,0.0905,0.196,0.2852,0.1314,0.1231,0.0823,0.1089,0.2363
s034,7,45,0.1171,0.1105,0.0668,0.1628,0.2802,0.1256,0.0938,0.0966,0.0393,0.3204
s034,7,46,0.1175,0.1398,0.0668,0.1798,0.2668,0.1356,0.1185,0.1011,0.1094,0.2194
s034,7,47,0.1134,0.1288,0.0797,0.1873,0.2739,0.1008,0.1478,0.0934,0.1469,0.293
s034,7,48,0.1749,0.1121,0.0861,0.176,0.2617,0.1332,0.0819,0.0974,0.0568,0.185
s034,7,49,0.126,0.1298,0.0633,0.1725,0.2715,0.136,0.1057,0.1042,0.072,0.2347
s034,7,50,0.1319,0.1301,0.0662,0.1612,0.2644,0.1029,0.1154,0.0668,0.0992,0.1886
s034,8,1,0.106,0.1206,0.0612,0.2358,0.436,0.11,0.0813,0.0834,0.1259,0.1793
s034,8,2,0.1096,0.1261,0.0493,0.1818,0.3287,0.1536,0.0758,0.0963,0.0773,0.184
